GeneID	logFC
RP11-354M20.3	6.859348061
RP11-416N2.4	6.859348061
RP11-514P8.7	6.859348061
RP11-521O16.2	6.859348061
SCML2	6.859348061
SH3RF3-AS1	6.859348061
SLURP1	6.859348061
SOX17	6.859348061
THRSP	6.859348061
TMEM52	6.859348061
TSPEAR	6.859348061
ZSCAN5A	6.859348061
AC104654.2	-6.78708649
C4orf47	-6.78708649
CCL3	-6.78708649
CELF2-AS1	-6.78708649
CRTAM	-6.78708649
CTD-2541J13.1	-6.78708649
CYP27C1	-6.78708649
DNER	-6.78708649
FAM149A	-6.78708649
FGF13	-6.78708649
LRRC4C	-6.78708649
MYOCD	-6.78708649
NAP1L2	-6.78708649
NAT16	-6.78708649
RP11-197K6.1	-6.78708649
RP11-253E3.3	-6.78708649
RP11-30P6.6	-6.78708649
RP11-364B6.1	-6.78708649
SCHIP1	-6.78708649
SPEF2	-6.78708649
TFAP2A-AS1	-6.78708649
TMEM182	-6.78708649
WNT5A-AS1	-6.78708649
CCDC107	-2.163656344
COA4	-2.185578869
NINL	2.135383122
EXD2	-2.376318742
NR4A1	2.136672947
FRMD8	-2.123910942
GCNT2	-2.329925174
HSP90AA1	2.098074729
MGME1	-2.203521582
C19orf26	2.151374025
DPAGT1	-2.136728114
POMP	-2.109668703
PRDX5	-2.098242009
C17orf104	2.543649127
ZNF483	2.543649127
ZDHHC8	-2.125604968
TMEM8A	-2.09896359
LY6K	2.301633888
RP11-141O15.1	3.390850555
TEC	3.390850555
KIAA0226L	2.991658299
11-Mar	2.991658299
MYO15A	2.991658299
EPHA2	-2.09544917
PLD3	-2.094967808
PPAN-P2RY11	-2.235646347
CENPBD1	-2.310829257
IKBKE	-2.580114914
RP11-504P24.4	-3.077493126
PTMS	2.090464636
MAB21L1	2.104707282
ZNF649	2.189835163
COPB2	-2.111501309
USO1	-2.155257016
AHCTF1	2.165564521
ZNF346	-2.17101111
C19orf12	-2.182252406
LASP1	-2.084660421
FAM120A	-2.096423835
NEDD1	-2.273860326
PLSCR1	-2.173360885
FBXO10	2.109557006
UNC119	2.091879061
HOOK1	3.650544527
LHFPL3	3.650544527
RHPN1-AS1	3.650544527
MIR137HG	-3.349420159
SAPCD1	-3.349420159
ANKRD27	-2.299436837
PPAP2B	-2.130662514
ITGA9	2.696234351
PAXBP1	2.097959251
RP11-698N11.4	-2.210274891
IRX3	-2.120891396
KRT36	-3.967976826
AC114546.1	-2.419657866
C11orf95	-2.119795334
PSMD14	-2.07800379
ZNF391	-3.257775396
MTRNR2L10	2.830723595
RP11-216L13.19	2.180923398
CTC-479C5.10	2.212647553
C4B	2.358881361
MEIS2	2.08455505
LMNB1	2.073910722
ETS2	-2.098398607
RP1-228H13.5	2.651039448
RNFT2	2.161889262
PAQR5	-2.183007046
LRRC4	2.21032737
CERCAM	-2.08460595
SPIRE2	2.137297494
C9orf72	-2.119181291
PRKAG1	-2.126759164
RNASEH2B	-2.148746352
CDC42BPG	2.130447931
SVIL	-2.31037804
GOLGA8I	2.179829432
KLHL15	2.249912511
TBC1D8	2.101838991
HPSE	-2.299129414
CA13	-2.458598697
CRY1	-2.080317883
SLC25A28	-2.086906267
DHRS12	-3.042842162
LINC00312	-3.00733842
WNK3	-3.00733842
ANKRD20A1	2.754054592
RP11-38P22.2	2.754054592
TMEM133	2.754054592
RADIL	2.088262782
MACF1	-2.061478207
MBTPS2	-2.136572382
PIK3C3	-2.102376908
GNAL	2.13440476
SMURF1	-2.059723284
C6orf1	-2.099895287
ZNF397	2.384215066
ZNF695	2.169306164
GYG2	2.322468271
FAN1	2.146658812
CNIH4	-2.095264562
ERBB3	2.555819457
SPNS1	-2.056696599
PCDHB4	3.336633882
CATSPER1	-3.042929017
RP11-613D13.5	-3.042929017
GNG2	2.937441626
GRB14	2.937441626
RP11-395P17.11	2.937441626
MPHOSPH6	-2.158173644
ARAF	-2.068001615
SH3BGRL3	-2.055142218
C10orf12	2.248891239
OIP5	2.248891239
LHPP	-2.105922362
MAST4	-2.198235017
FLAD1	2.063735175
CDC42EP2	-2.064287062
FERMT2	-2.066194623
STXBP5	-2.232341008
ID3	2.052034333
RASA2	-2.153243658
POM121L7	2.302549468
CHRNB1	-2.138211649
NELL2	2.07175884
TMEM97	2.058825511
STRBP	2.102532948
ATP13A2	-2.06078758
CORO6	-2.472881625
DIP2B	-2.099562232
ZSWIM4	-2.055253019
CYB5R3	-2.04013007
ZNF292	2.051099161
ZNF571	2.473388872
SPECC1	-2.058656696
ESF1	-2.156721929
PRR14L	-2.227804255
UBE2Z	-2.037840265
FAM211B	2.220755458
CYP2E1	-3.217289747
PINLYP	-3.217289747
MMP24-AS1	-2.091865074
SNX27	2.061199967
RPN1	-2.033105189
TNRC18	-2.042306454
CLDND1	-2.115033185
FAM131B	-2.648743339
ANKRD20A4	2.583094858
ARF4	-2.036645519
CTDSP1	-2.089519002
PINK1	-2.045002359
REL	2.073917586
TGM2	-3.293139222
PKIA	2.221351761
RP11-566E18.3	-2.101959428
C4A	2.12091181
FBXO36	-2.359622614
RP1-178F15.5	2.308548271
AC132186.1	6.74490591
AP001065.15	6.74490591
AP001429.1	6.74490591
BARHL2	6.74490591
C20orf166-AS1	6.74490591
CARD14	6.74490591
COL8A2	6.74490591
CPA1	6.74490591
DBH	6.74490591
DPT	6.74490591
DUSP13	6.74490591
EXOC3L2	6.74490591
FADS6	6.74490591
LCN2	6.74490591
LCNL1	6.74490591
LGI3	6.74490591
LINC00877	6.74490591
LINC01018	6.74490591
LONRF2	6.74490591
LPPR5	6.74490591
OPRD1	6.74490591
PDC	6.74490591
PNMA6D	6.74490591
RP11-359N11.2	6.74490591
RP11-531A24.3	6.74490591
RP11-613D13.8	6.74490591
RP11-85O21.2	6.74490591
SLC34A2	6.74490591
TPSG1	6.74490591
TUBB8	6.74490591
TYROBP	6.74490591
AC006273.5	-6.688483619
AC007879.7	-6.688483619
C22orf26	-6.688483619
CLVS1	-6.688483619
HIST1H2AG	-6.688483619
ITGAM	-6.688483619
LRRC48	-6.688483619
RAET1E	-6.688483619
RP1-151F17.2	-6.688483619
RP11-1149O23.3	-6.688483619
RP11-178G16.5	-6.688483619
TMEM106A	-6.688483619
USP46-AS1	-6.688483619
FBXL17	-2.218413942
EHBP1L1	-2.040968759
NPHP1	-2.513143087
XXbac-BPG252P9.9	2.020369138
KIF4A	2.048839514
AC006547.13	-2.970938864
RP11-820I16.4	-2.970938864
ABHD12	-2.029004305
R3HDM1	-2.195956895
EPB41L4A	-2.451551289
DEAF1	-2.023957101
PKN3	2.030046628
FSTL1	-2.017913187
HIP1	2.080583584
HEXA	-2.024164504
ZNF250	2.130915367
CASP8AP2	2.08482338
ALDH3A2	-2.043468512
TOR1B	-2.086354811
TBC1D22A	-2.056855124
CDK2AP2	-2.037570995
OSBPL6	2.657875738
RASSF7	-2.03603471
CYTH3	-2.029526048
FICD	-2.081733045
VASP	-2.026924392
RIMS3	2.090427872
PCDHGA12	-2.402394458
FAM169A	2.153273435
DUOX2	4.191057573
GOLGA6B	4.191057573
SNX32	4.191057573
TAL2	4.191057573
HNF4G	-3.898055184
LTF	-3.898055184
TRPC4	-3.898055184
ZNF90	-3.898055184
IFT81	2.156472749
DBF4	2.043609042
C16orf62	-2.051199649
TRAPPC6A	2.046604231
RHBDF2	-2.114606004
LMCD1	-2.106936036
SIX3	2.012208262
SLC8B1	-2.105813762
WDR76	2.09022759
CD47	-2.039787935
AC023490.1	3.280299912
ENTPD2	3.280299912
PHYHIP	3.280299912
CLDN6	-2.947151615
LRRC29	-2.947151615
RGMB-AS1	-2.947151615
TMEM17	-2.947151615
GREM2	2.881107656
ZNF805	2.881107656
ZNF202	-2.229125891
LSM2	2.05160127
CLCN7	-2.005402347
NRN1L	2.550755461
CBX4	2.004485247
TCEAL1	-2.134744523
CSNK1G3	-2.100883776
CDK18	-2.072029285
DOLPP1	2.02220016
RP11-350F4.2	-2.536774657
BNIP3	-2.020533437
KIF20A	2.042983937
DGKQ	-2.023939474
STOML1	-2.096887171
SPATS2L	-2.018019327
C9orf40	2.091193822
CTC-479C5.17	-2.353619879
ATP1A1	-1.993722349
GMPPA	-2.063543134
IMPDH1	1.998215407
DENND2C	-2.328641382
CCNB1IP1	2.017461202
CTD-2377O17.1	2.731574347
TOLLIP	-1.998358997
CHMP4B	-1.99390048
NDOR1	-2.097871916
MFSD11	2.001668539
JAG1	-2.038892897
CEP85L	2.046643689
ERO1L	-1.99455255
KIAA1033	-2.047770501
MON1A	-2.132191909
RARS2	-2.038367186
SLC12A2	-2.044325558
LINC00982	-2.933597114
TMEM88	-2.933597114
TRIB2	-2.933597114
ZNF256	2.131873048
CD320	-1.984968741
LDLRAD3	2.014198475
RDH11	-2.018321412
KRCC1	-2.207187882
PARP9	-2.059340612
CRAT	-2.011457606
ARHGEF1	-1.992890494
FOCAD	-2.204906243
ARL8B	-1.989671736
DNAJB4	-1.997826408
MLKL	-2.667568331
RP11-1072C15.4	2.544421822
GTF2IRD2	-2.048520287
ANAPC2	-1.990497785
LCAT	-2.594436034
SLC28A3	-2.594436034
PPARGC1B	2.51767449
ANGEL1	3.51377763
GOLGA7B	3.51377763
LA16c-313D11.9	3.51377763
RP11-46C24.5	3.51377763
RP11-923I11.6	3.51377763
ZNF177	3.51377763
ZNF536	3.51377763
CTF1	-3.234573269
CRYL1	-2.128721201
KLHL24	-2.128721201
PLAGL1	2.495839627
SLC1A5	1.975347015
RAB3D	2.036060607
ETHE1	-2.015378666
DPP3	-1.985027393
PGAM5	1.990688934
ARSB	-2.049976597
TMED3	-1.976176217
NRG2	2.045179002
HPS3	-2.09758083
RAB18	-1.980067049
MRPL24	-2.02699961
LYNX1	2.001432059
BABAM1	-1.984610706
PXK	-2.013383302
NUDT18	-2.062995505
MAD2L1	1.973030947
NUDT22	-2.017312039
TTC3	1.969977335
TXNDC15	-2.015235892
PSMC4	-1.963539534
DNASE1L1	-1.974315525
CMTM8	-2.28243182
MAGI3	-2.165089917
CLTB	-1.964864294
ATG4A	-2.169759623
PPAP2C	3.221676529
NHLRC1	-2.896767901
XKR9	-2.896767901
ADAL	2.822484272
AP001347.6	2.822484272
CTD-2526A2.2	2.822484272
RP11-196G18.23	2.822484272
CDC6	1.969041186
ERCC6	-2.330259719
DECR1	-2.063408369
SLC4A3	-2.003715767
CGB5	-2.350014081
SLC38A6	-2.350014081
UIMC1	-2.061495648
RP5-837J1.2	2.104256437
ORAOV1	-1.978912611
ISYNA1	1.962024327
NRXN3	-2.336843499
ZNF814	2.21150988
RP11-182L21.6	-2.186788136
DDAH2	1.970059981
ARMC10	-2.009587359
HM13	-1.955744888
ARCN1	-1.955910855
TNS3	-1.97987079
SIX1	2.464887911
CENPJ	2.01339165
DPY19L3	2.017961606
MAP2K2	-1.95122447
CTD-2207O23.3	-2.538004207
OS9	-1.94731494
NEK7	-1.971540309
ZNF549	2.087927241
RP11-932O9.9	2.507056735
POC1B-GALNT4	2.577956233
IPO9	1.947435153
GAL3ST2	4.104189669
MAFB	4.104189669
PKDREJ	4.104189669
TOX3	4.104189669
C1orf204	-3.747142769
CACNB4	-3.747142769
DISC1	-3.747142769
KPNA7	-3.747142769
ABI1	-1.967019582
ADCK3	-1.983270214
FIBCD1	-2.058240713
MVK	1.967419902
ZBTB39	1.968882602
UBR5	1.94762953
RP11-182J1.13	2.129927785
ZNF22	1.968746707
EML4	1.957812128
USP40	-1.98318935
TRIM68	-2.023117589
ANP32E	1.945738953
AC011298.2	6.620597331
AC023632.1	6.620597331
AC104389.28	6.620597331
AC133785.1	6.620597331
ARMC4	6.620597331
C1orf95	6.620597331
CD207	6.620597331
COL1A2	6.620597331
CTD-2291D10.4	6.620597331
CTD-2560K21.6	6.620597331
CTD-3060P21.1	6.620597331
CYP4F2	6.620597331
EPS8L3	6.620597331
ESRP1	6.620597331
FAM162B	6.620597331
FAM163B	6.620597331
FRG2	6.620597331
GATA5	6.620597331
GIP	6.620597331
GPR84	6.620597331
HCST	6.620597331
HSPB3	6.620597331
IP6K3	6.620597331
LA16c-381G6.1	6.620597331
LINC00202-1	6.620597331
LINC00605	6.620597331
MAG	6.620597331
NRSN1	6.620597331
OTOP2	6.620597331
PRF1	6.620597331
RP11-218M22.1	6.620597331
RP11-344E13.3	6.620597331
RP11-423G4.7	6.620597331
RP11-52L5.6	6.620597331
SLC39A5	6.620597331
SPATA18	6.620597331
TCEB3CL	6.620597331
TLR2	6.620597331
TM6SF2	6.620597331
TNNT2	6.620597331
AC005932.1	-6.582643976
BDNF-AS	-6.582643976
BEST3	-6.582643976
C5orf46	-6.582643976
CSF2	-6.582643976
CTB-60B18.6	-6.582643976
GS1-114I9.1	-6.582643976
LPHN3	-6.582643976
LRRK2	-6.582643976
MAGED4	-6.582643976
RAB40A	-6.582643976
RAET1L	-6.582643976
RP1-151F17.1	-6.582643976
RP11-196O16.1	-6.582643976
RP11-276H7.2	-6.582643976
RP11-398E10.1	-6.582643976
RP11-407N17.5	-6.582643976
RP11-799D4.4	-6.582643976
RP13-379O24.2	-6.582643976
SVIP	-6.582643976
LZTR1	-1.963504218
RIPK1	-1.963504218
NRG1	-2.07285303
ZNF850	2.132574984
FAM219A	-1.941675406
TPM4	-1.938671099
ATG14	-1.977082233
PIGM	2.00434333
C4orf46	1.969079853
MSH2	1.95455728
MIB1	1.962837032
STK38	-2.093345615
SKP2	1.954716172
RUSC1-AS1	2.246913905
RP11-644F5.10	-2.193950934
SLC25A30	-2.087650925
ANKRD13A	-1.955131464
PLK1	1.947554651
GORAB	-2.061424721
SSH1	-1.948280302
COPS7A	-1.952022806
TET3	1.942471407
CCDC53	-2.108498364
ZNF324B	2.043644662
IL6R	-2.315513163
STUB1	-1.940917828
CDCA8	1.943860261
TRIM59	-2.074318262
DDN	-2.011384873
RASSF8-AS1	-2.236205943
EXPH5	-2.07864981
TPD52L2	-1.933294618
ZNF724P	2.381578331
ABCC1	-1.932483062
SFXN4	2.021035867
FBLIM1	2.022881065
RBMS2	-2.054124986
BEND7	-2.394114129
ARHGAP30	2.390412144
NAMPT	-1.938219711
HSD17B4	-1.947401798
HMGN2	1.923255439
FKBP14	-2.054426876
GPSM1	1.925631596
OSGEP	1.971744548
MISP	2.209371123
QSOX2	1.929406436
ZBTB26	2.034440306
CTD-2368P22.1	2.227168909
DLX1	3.440203345
EFCAB10	3.440203345
FGD3	3.440203345
FOXD4L3	3.440203345
LINC00683	3.440203345
RP11-517H2.6	3.440203345
EDNRA	-3.173528875
RP11-22L13.1	-3.173528875
SAMSN1	-3.173528875
RLF	1.951181273
DHRS2	2.187965446
TBC1D23	-1.931487045
HSPG2	-1.917110253
ZBTB5	1.942752213
UBXN6	-1.921902314
TMSB4X	-1.91319806
TMEM80	-2.127053342
FKBP5	1.937608113
TNFAIP8L1	2.112240826
C20orf96	2.024837643
MOK	-1.940155197
RSC1A1	2.220130217
ELOVL6	-1.937977034
CADPS2	-2.728858782
CLDN22	-2.728858782
MYZAP	2.536272528
UGDH	-1.930085953
AZIN1	1.914595175
ACHE	3.160569737
CTD-2008P7.9	3.160569737
UBAC2-AS1	3.160569737
ZNF595	2.761377481
RAB2A	-1.919901532
YEATS2-AS1	2.574119037
LARP4	-1.93798932
GPI	-1.907855462
AIM1	-2.293862718
TMEM189	-1.940280912
PARD6G	1.946884253
MEGF6	-1.919302153
ARPC2	-1.90936769
DRAP1	-1.904582102
FAM43B	2.188344176
OTUB1	-1.907597894
IFIT5	-1.945976051
LYSMD4	-2.316489113
ARF1	-1.903586294
TTBK2	2.170501926
STAM	-1.919307392
EEPD1	-2.047137841
TMEM106B	-1.950919248
TIMP2	-1.903088018
RP11-286N22.8	-1.99409346
NUCB2	-1.917376732
PPM1D	1.917741564
VPS72	1.914909011
ACAP2	-1.937302145
PROSER2	-1.953045452
ZNF569	1.994118065
DYNC1I1	-2.002412724
TANK	-1.936871585
RP11-46D6.1	-2.011158328
PNRC1	-1.951406963
ARHGAP42	2.088594534
KDELC1	1.908260291
NEU1	-1.919206405
ROM1	-1.925171687
PLEKHA6	-1.988484681
BCL2L12	-2.006537031
PEPD	-1.903608983
GRAMD4	2.081999025
ZNF469	2.40091817
CANX	-1.892164845
ASCC3	-1.926121085
EPHB3	2.076506801
RIMKLB	1.976439865
PEG10	1.892962113
RBM26	1.960061475
STOX1	2.293691295
BDH2	-2.019975997
RWDD2A	-2.03872447
KBTBD7	2.006105566
PTGFRN	-1.922307931
TRAPPC3	-1.916260285
TPT1	-1.887381435
CTNND1	-1.898186496
RP11-156E6.1	1.919920705
BANP	-1.952988601
HK1	-1.889092544
GRK5	1.918933169
RASSF5	1.948959439
GGT1	2.025991398
ULK1	-1.900067046
BCKDHB	-1.991123821
NCDN	-1.907907272
CCNA2	1.894016624
TAF7	1.896399007
TMEM201	1.897396861
CCDC93	-1.902363887
MAP7	-2.164911817
KIAA0100	-1.888978658
RASSF3	-1.940822919
RP5-1148A21.3	-2.572697095
IL13RA1	-1.921389516
ARFGEF1	-2.277077218
CORO1B	-1.890325862
CRB2	1.909354432
CLPTM1	-1.887205088
PRKAG2	-1.946233403
DLG3	1.918748401
CHMP1B	-1.890653815
TP53BP1	1.93740388
PIK3AP1	2.325119858
CEP128	-2.292696277
EFNB1	1.921518109
NRBF2	-1.941740748
C14orf79	-1.984895555
DCAF6	-2.047550811
MTFP1	1.905262333
TNFRSF11A	-1.900403353
NMRK1	-2.656955483
COL13A1	2.493348533
MYLK2	2.493348533
RP11-715J22.2	2.493348533
FIBP	-1.891210358
AC009133.14	1.956663813
APOBEC3D	4.01175423
CTD-2020K17.1	4.01175423
EPHA7	4.01175423
RP11-65J3.14	4.01175423
USHBP1	4.01175423
ZNF485	4.01175423
AC016999.2	-3.6653218
BSDC1	-1.884299096
CHMP1A	-1.881430021
NXT2	-2.030792451
PFDN4	-1.926848332
STXBP3	-1.926848332
LMF1	-1.951960338
MTHFD1L	-1.925146852
LCMT2	1.929831258
FSD1L	1.914613261
AGGF1	-1.937918322
CTD-2031P19.3	-2.815396982
RFPL3S	2.525396
CDC42BPB	-1.886986796
TBCD	1.872383067
ERAP1	-1.911249714
RP11-66N24.4	-2.21253492
SRPR	-1.872106272
MTCH2	-1.889567686
SPAG1	-1.994358048
ZNF568	1.976726353
KIAA1147	-2.019880743
CBS	1.882327917
ZNF543	1.946602633
TOR3A	1.883294647
CPSF1	1.866974498
HKR1	1.893615625
YPEL5	-1.884863324
AC144831.1	2.62510489
HYAL1	2.62510489
TBC1D3P1-DHX40P1	2.62510489
CDC37	-1.865621591
ISY1-RAB43	-1.963109878
ZSCAN29	1.907565073
MTMR7	2.294776667
MLX	1.889533705
CYB5D1	-1.986366697
RP11-334C17.5	2.160172063
SLC39A4	2.160172063
DDOST	-1.86242756
POMK	2.139629628
C17orf82	3.362674348
C19orf73	3.362674348
RGMA	3.362674348
RP11-355B11.2	3.362674348
RP11-66N11.8	3.362674348
RP11-766F14.2	3.362674348
AC004893.11	-3.109786965
ATF3	-1.875837518
PGP	1.868028768
ALK	3.09675979
NAALADL1	3.09675979
RP13-582O9.5	3.09675979
SLC7A2	3.09675979
RP11-360L9.7	-2.790393198
C4A-AS1	2.697567534
C4B-AS1	2.697567534
CCDC171	2.697567534
CTD-2132N18.2	2.697567534
PIWIL2	2.697567534
PTGDR2	2.697567534
SYT12	2.697567534
ARID3B	1.882951731
TOR1AIP2	2.045574163
CTB-119C2.1	2.37719951
COX17	1.906604987
TMEM39A	-1.926464381
EIF6	-1.858695785
TPST1	-1.950890673
ARHGAP27	-1.905316342
MPC1	1.953840402
KIF15	1.906289579
ABCC10	2.13194255
LCOR	1.951290325
hsa-mir-6080	-1.874071668
ZNF445	1.887912069
HCN2	1.897377723
OSBP	-1.864750832
RNF145	-1.872333651
ZNF417	1.966514731
LRRC8D	-1.891986625
C5orf45	-1.917522111
NADSYN1	-1.866970079
TMEM191C	2.127722972
SLC44A1	1.857774194
FAM178A	1.899731695
RBM7	-1.874601938
AC002985.3	6.484559205
AC016700.5	6.484559205
AC023490.2	6.484559205
AC073343.13	6.484559205
AMN	6.484559205
AP001469.9	6.484559205
CABP2	6.484559205
CDH26	6.484559205
CEACAM8	6.484559205
CES5A	6.484559205
CTD-2278I10.6	6.484559205
EDN3	6.484559205
FAM110D	6.484559205
FAM209B	6.484559205
FLT1	6.484559205
FOXG1	6.484559205
GGNBP1	6.484559205
HTR1D	6.484559205
ICAM4	6.484559205
IL2RG	6.484559205
MUC8	6.484559205
NKX2-4	6.484559205
PCDHGA5	6.484559205
PCDHGB3	6.484559205
PDCD1	6.484559205
PITX3	6.484559205
PRAM1	6.484559205
PRSS3	6.484559205
PTPN7	6.484559205
RP11-1C1.4	6.484559205
RP11-382D12.2	6.484559205
RP11-727A23.7	6.484559205
SHANK2-AS1	6.484559205
SLC9A3	6.484559205
SMCR5	6.484559205
SMIM22	6.484559205
SNX20	6.484559205
TDRD9	6.484559205
TIE1	6.484559205
TMC3	6.484559205
TNFAIP8L2	6.484559205
TNNI1	6.484559205
TRPC3	6.484559205
WDR72	6.484559205
ZNF503-AS1	6.484559205
ZNF681	6.484559205
AD000671.6	-6.468420567
ASAH2B	-6.468420567
CTD-2201E18.3	-6.468420567
ENTPD1	-6.468420567
FAM189A1	-6.468420567
HIST2H3PS2	-6.468420567
KLF8	-6.468420567
PNLIPRP3	-6.468420567
RP1-68D18.4	-6.468420567
RP11-280G9.1	-6.468420567
RP11-432I5.8	-6.468420567
RP11-475I24.3	-6.468420567
RP11-810M2.2	-6.468420567
RP5-998N21.10	-6.468420567
RSPO3	-6.468420567
SMIM6	-6.468420567
SVEP1	-6.468420567
TMEM171	-6.468420567
TYR	-6.468420567
UGT1A7	-6.468420567
LSM14B	1.862757706
GAN	-1.910028051
MAP3K11	-1.853333762
ZP3	2.169604273
TRAF5	1.941240781
PDCD6IP	-1.858329818
EVA1B	-1.965543999
PISD	-1.860774138
KIAA0930	-1.854828195
PDZD7	2.106760016
RAD51C	1.910377507
FLYWCH1	-1.858016833
MANSC1	-1.96263517
SERP1	-1.853203413
PIK3CD	-1.900264248
DCAKD	1.89873732
ARNTL	-1.902882757
IMPACT	-1.882107706
ACAT2	1.862080462
ZNF281	1.849575879
CELSR1	-1.864217391
HRSP12	-1.983631025
SHC1	-1.842075827
DHRS4	-1.920280828
SSX2IP	1.868381808
CTD-2541M15.4	-2.619613734
RP11-802O23.3	-2.619613734
LRRC70	2.449108171
FDFT1	1.848042999
FIG4	-2.01239077
ALG14	-2.008194249
KIAA1524	1.911560654
AATF	-1.857916385
EBF4	1.8515644
EMC9	1.852458434
PPP1R10	1.839730444
JMJD8	-1.84373485
NDRG4	-1.8803473
AVL9	-1.860273291
ZNF652	1.926243084
SEMA7A	-1.841804287
RECQL4	1.833412559
EGFL8	2.266361633
MURC	2.266361633
RP11-422J8.1	-2.773742318
ARMCX4	2.474969789
POLR3K	1.858921
KIRREL3	-2.050373126
TFRC	-1.83438912
IFI30	1.892273964
C2CD2	1.854541969
GPR137	-1.868050024
OBSCN	-1.845976999
CHAMP1	1.839618799
VPS37A	-1.857144354
CCDC78	-2.418052892
ZNF532	1.866373382
TIRAP	-1.95570599
RP11-73M18.8	-2.139058467
AGO3	1.916939287
PSMC2	-1.831334122
FAM127A	-1.841654948
TMEM221	2.242264728
CD63	-1.822799685
EHD3	-1.88728354
NRM	1.856291349
RP11-982M15.2	-2.219847966
RP11-400F19.18	2.113714116
MTRNR2L1	1.854058406
ANKIB1	-1.872909997
GMEB1	-1.886635916
PIGB	-2.023822344
ADCY3	1.962617318
PDIA6	-1.820032152
FAXC	2.297528485
CREBL2	-1.877460754
GOLGA7	-1.833815236
PPP1R12B	1.846850441
FAM167A	-1.862139551
ZNF14	2.089577654
EVL	1.842343795
INO80	1.894756631
TMEM161A	-1.853591487
CEP250	-1.837405589
ZSWIM8	-1.826573211
HAUS7	1.882345295
AC012354.6	1.958306668
WDR4	1.908485201
ARHGAP11A	1.828699755
ATP6V0D1	-1.825533711
RIPK2	-1.855265723
MTUS1	2.102795716
TXNRD1	-1.813039229
KIAA1614	1.868016944
NAT1	-2.171049805
MFSD3	-1.833738173
SLC25A23	-1.828710909
ARRB2	1.828326981
NRBP2	-1.821736173
MNX1-AS1	3.029996416
RP11-558F24.4	3.029996416
RIMS1	-2.734112261
SPATA12	-2.734112261
HIST1H4J	2.630804159
TMEM220	2.630804159
ZNF665	2.630804159
PVR	-1.817025726
MICAL2	-2.036424165
SLC31A2	-2.036424165
PRDM15	1.847473322
PCYOX1	-1.823286589
MDGA1	1.815613329
FAAH	1.879324207
LBX2-AS1	1.950855079
PREP	-1.918395024
MN1	-1.837426247
ZNF41	-2.218868748
MFAP3L	1.858252704
TMPO	1.806966013
PTPRJ	-1.882340303
NFIC	-1.809478141
FGD6	-1.880719074
DPYSL4	1.808846287
SPG7	-1.819245358
ASTL	3.912988417
CALHM1	3.912988417
DNAJC3-AS1	3.912988417
MYOM1	3.912988417
RP11-395I6.3	3.912988417
RP11-488C13.6	3.912988417
RP3-439F8.1	3.912988417
TRH	3.912988417
ZDHHC11B	3.912988417
AC003958.2	-3.578579957
CCDC152	-3.578579957
MMP19	-3.578579957
PRELP	-3.578579957
RAD9B	-3.578579957
RP11-59D5__B.2	-3.578579957
SIGLEC15	-3.578579957
ACADSB	-1.896891521
RP11-305K5.1	-2.581279716
RP11-393I2.4	2.40346814
RAPH1	-1.837450392
XIRP1	2.089911808
ADD3	-1.945697385
AC012360.6	-3.04309807
FCRLB	-3.04309807
PRR5L	-3.04309807
SLC6A15	-1.883237369
ALYREF	1.801060041
MRPS9	-1.888519663
PPL	-1.856365831
DOK3	-2.085305252
IRAK1BP1	2.053064109
TXLNG	1.824300439
SMAD7	-1.80544169
YIF1A	-1.809090775
NCKAP1	-1.804910876
GIT1	-1.805543986
CERS5	-1.83128183
C12orf57	1.807135175
TMBIM4	-1.845356861
ERLIN2	-1.818106455
ARF3	-1.799360772
PCDHGB6	-2.386439273
NCLN	-1.797179945
NFATC1	1.834623952
MRPS31	-2.051661186
TTC7B	1.812857451
ASTN1	-2.156658151
FAHD2A	-2.105165793
C15orf37	2.078351093
ZNF138	2.078351093
HGSNAT	-1.820654186
TSSK3	-1.881769945
FAXDC2	-2.730849119
C16orf96	2.422717005
GDF1	2.422717005
FOXK2	1.792913874
TWF2	-1.812518717
TTC27	-1.900554739
ERRFI1	-1.805476821
SOX4	1.794836271
LAGE3	1.800276317
FRMD4A	-1.811587282
CHRFAM7A	1.899394865
PSMC6	-1.8096217
CNST	-1.819421302
COG7	-1.905618773
DMBX1	2.347094913
ZNF708	1.828285603
HS1BP3	-1.85943506
CDC25A	1.79023049
OCLN	-2.011942896
SNX22	2.188937024
BZRAP1-AS1	2.090334153
ZKSCAN7	2.090334153
DNAJB1	1.778471241
CCDC74B	1.862458201
DPP4	-1.83605835
MGAT5B	1.788402895
C5orf55	-1.983609752
TBC1D3F	-1.794737917
KLHL25	1.818704261
CIB1	-1.788986192
LMBRD1	-1.817806534
PQLC2	-1.801637679
HEBP1	-1.821272141
ABRACL	-1.858369859
TXNRD2	-1.813190451
ZNF277	-1.92778307
GBA	-1.779732819
JAKMIP3	2.510147536
TCL6	2.510147536
BBS5	1.815113279
SIGMAR1	-1.780783543
DNM1	1.773614508
RP11-574K11.31	1.965586907
MVB12B	1.797388671
GSTA4	1.909101846
GALNT7	-1.862329558
CASC5	1.905959022
COMT	-1.769725873
FAM3C	-1.781500428
BET1L	-1.777993845
AC000120.7	2.356336974
CLCN5	2.356336974
ZFYVE26	-1.823023395
DPM3	1.806069113
AGAP5	-2.354117358
FBXO4	-2.354117358
CGREF1	-1.812323077
ECI2	-1.824774374
LDLRAP1	-1.836035571
ZDHHC12	-1.799183807
